レースID,頭数,競馬場,グラウンド,距離,馬番,単勝人気,展開予想,直近タイム指数平均1,差_直近タイム指数平均1_レース平均値,騎手複勝率,条件複勝率1,条件複勝率2,条件複勝率4,条件優勝率1,着番,着番カテゴリ,タイム指数,差_タイム指数_直近ベストタイム指数平均1
240201J03,8,姫路,ダ,1400,2,6,差し,11.66667,-3.374997875,0.172816728,0.277777778,0.317788462,1.25E-01,1.18E-01,7,カテゴリ3,2,-9.66667
240201J03,8,姫路,ダ,1400,3,7,追込,11.66667,-3.374997875,0.272118959,0.275894539,0.157503715,1.25E-01,8.31E-02,4,カテゴリ3,20,8.33333
240201J03,8,姫路,ダ,1400,4,8,追込,-4.666667,-19.70833488,0.355586463,0.267419962,0.157503715,1.25E-01,1.01E-01,8,カテゴリ3,-33,-28.333333
240201J03,8,姫路,ダ,1400,5,1,差し,28.66667,13.62500213,0.584381339,0.284866469,0.317788462,1.25E-01,1.29E-01,2,カテゴリ2,25,-3.66667
240201J03,8,姫路,ダ,1400,6,4,差し,19.66667,4.625002125,0.296483826,0.288793103,0.317788462,1.25E-01,1.23E-01,1,カテゴリ1,27,7.33333
240201J03,8,姫路,ダ,1400,7,3,差し,27,11.95833213,2.48E-01,2.92E-01,0.317788462,1.25E-01,1.17E-01,3,カテゴリ2,23,-4
240201J03,8,姫路,ダ,1400,8,5,追込,11.33333,-3.708337875,0.269931663,3.32E-01,0.157503715,1.25E-01,9.63E-02,6,カテゴリ3,10,-1.33333
240202K02,8,川崎,ダ,1400,1,1,差し,0,5.708333375,0.351285521,3.13E-01,0.286409966,1.25E-01,1.17E-01,1,カテゴリ1,4,4
240202K02,8,川崎,ダ,1400,2,8,差し,-15,-9.291666625,0.364767255,0.301510989,2.86E-01,1.25E-01,1.18E-01,8,カテゴリ3,-37,-22
240202K02,8,川崎,ダ,1400,3,5,差し,-6,-0.291666625,0.248051028,0.304229195,2.86E-01,1.25E-01,1.13E-01,5,カテゴリ3,-6,0
240202K02,8,川崎,ダ,1400,4,3,差し,-3,2.708333375,0.193681319,0.301771117,2.86E-01,1.25E-01,1.17E-01,2,カテゴリ2,4,7
240202K02,8,川崎,ダ,1400,5,2,差し,-9.666667,-3.958333625,0.294382802,0.273847558,0.286409966,1.25E-01,1.29E-01,6,カテゴリ3,-16,-6.333333
240202K02,8,川崎,ダ,1400,6,7,追込,-2,3.708333375,0.161251504,0.2556359,1.75E-01,1.25E-01,9.48E-02,4,カテゴリ3,-5,-3
240202K02,8,川崎,ダ,1400,7,4,差し,-6,-0.291666625,0.1973466,0.247983871,0.286409966,1.25E-01,1.17E-01,3,カテゴリ2,-3,3
240202K02,8,川崎,ダ,1400,8,6,追込,-4,1.708333375,0.329075207,2.88E-01,1.75E-01,1.25E-01,9.63E-02,7,カテゴリ3,-26,-22
240205M04,8,笠松,ダ,1400,1,6,追込,8,-3.2500005,0.244897959,0.316118048,0.226287263,1.02E-01,8.05E-02,6,カテゴリ3,-8,-16
240205M04,8,笠松,ダ,1400,2,3,差し,14.33333,3.0833295,0.121986852,0.328320091,0.383202547,1.02E-01,1.18E-01,3,カテゴリ2,8,-6.33333
240205M04,8,笠松,ダ,1400,3,4,差し,15.66667,4.4166695,0.250499002,0.347048808,0.383202547,1.02E-01,1.13E-01,5,カテゴリ3,5,-10.66667
240205M04,8,笠松,ダ,1400,4,7,追込,-6.333333,-17.5833335,0.214605067,0.345346198,0.226287263,1.02E-01,1.01E-01,8,カテゴリ3,-18,-11.666667
240205M04,8,笠松,ダ,1400,5,5,追込,13.66667,2.4166695,0.283103655,0.359923768,0.226287263,1.02E-01,1.01E-01,4,カテゴリ3,5,-8.66667
240205M04,8,笠松,ダ,1400,6,8,追込,-7.333333,-18.5833335,0.260495156,0.349865229,0.226287263,1.02E-01,9.48E-02,7,カテゴリ3,-17,-9.666667
240205M04,8,笠松,ダ,1400,7,2,差し,26.33333,15.0833295,0.314000906,0.344083527,0.383202547,1.02E-01,1.17E-01,2,カテゴリ2,10,-16.33333
240205M04,8,笠松,ダ,1400,8,1,先行,25.66667,14.4166695,0.282803181,3.55E-01,0.483471074,2.85E-01,1.96E-01,1,カテゴリ1,11,-14.66667
240205M05,8,笠松,ダ,1400,1,1,先行,26.33333,4.04166375,4.94E-01,0.316118048,0.483471074,2.85E-01,1.63E-01,1,カテゴリ1,30,3.66667
240205M05,8,笠松,ダ,1400,2,8,追込,-4.333333,-26.62499925,0.244897959,0.328320091,0.226287263,1.02E-01,8.21E-02,8,カテゴリ3,-12,-7.666667
240205M05,8,笠松,ダ,1400,3,3,差し,26.66667,4.37500375,0.373366521,0.347048808,0.383202547,1.02E-01,1.13E-01,4,カテゴリ3,17,-9.66667
240205M05,8,笠松,ダ,1400,4,7,差し,9.333333,-12.95833325,0.250499002,0.345346198,0.383202547,1.02E-01,1.17E-01,7,カテゴリ3,-1,-10.333333
240205M05,8,笠松,ダ,1400,5,6,差し,25,2.70833375,1.22E-01,0.359923768,0.383202547,1.02E-01,1.29E-01,6,カテゴリ3,8,-17
240205M05,8,笠松,ダ,1400,6,5,追込,24.33333,2.04166375,0.283103655,0.349865229,0.226287263,1.02E-01,9.48E-02,3,カテゴリ2,18,-6.33333
240205M05,8,笠松,ダ,1400,7,2,差し,48.33333,26.04166375,0.260495156,0.344083527,0.383202547,1.02E-01,1.17E-01,2,カテゴリ2,19,-29.33333
240205M05,8,笠松,ダ,1400,8,4,差し,22.66667,0.37500375,0.282803181,0.35521405,0.383202547,1.02E-01,1.41E-01,5,カテゴリ3,15,-7.66667
240205M09,8,笠松,ダ,1400,1,7,差し,44.33333,-3.04167,0.282803181,0.316118048,0.383202547,9.09E-02,1.17E-01,6,カテゴリ3,43,-1.33333
240205M09,8,笠松,ダ,1400,2,1,差し,62,14.625,0.494038748,3.28E-01,0.383202547,9.09E-02,1.18E-01,1,カテゴリ1,65,3
240205M09,8,笠松,ダ,1400,3,2,差し,47,-0.375,0.515083571,3.47E-01,0.383202547,9.09E-02,1.13E-01,7,カテゴリ3,40,-7
240205M09,8,笠松,ダ,1400,4,4,先行,56,8.625,0.373366521,3.45E-01,0.483471074,2.27E-01,1.80E-01,2,カテゴリ2,59,3
240205M09,8,笠松,ダ,1400,5,6,差し,40.66667,-6.70833,0.314000906,3.60E-01,0.383202547,9.09E-02,1.29E-01,5,カテゴリ3,43,2.33333
240205M09,8,笠松,ダ,1400,6,8,差し,36,-11.375,2.06E-01,0.349865229,0.383202547,9.09E-02,1.23E-01,8,カテゴリ3,28,-8
240205M09,8,笠松,ダ,1400,7,3,先行,51.33333,3.95833,0.330605565,0.344083527,0.483471074,2.27E-01,1.88E-01,4,カテゴリ3,51,-0.33333
240205M09,8,笠松,ダ,1400,8,5,差し,41.66667,-5.70833,0.214605067,0.35521405,0.383202547,9.09E-02,1.41E-01,3,カテゴリ2,59,17.33333
240206M01,8,笠松,ダ,1400,1,5,差し,25,2.49999875,0.282803181,0.316118048,0.383202547,1.02E-01,1.17E-01,6,カテゴリ3,3,-22
240206M01,8,笠松,ダ,1400,2,3,追込,21,-1.50000125,3.31E-01,0.328320091,0.226287263,1.02E-01,8.21E-02,2,カテゴリ2,21,0
240206M01,8,笠松,ダ,1400,3,2,差し,31.66667,9.16666875,2.06E-01,3.47E-01,0.383202547,1.02E-01,1.13E-01,3,カテゴリ2,18,-13.66667
240206M01,8,笠松,ダ,1400,4,4,差し,25,2.49999875,0.314000906,3.45E-01,0.383202547,1.02E-01,1.17E-01,8,カテゴリ3,-7,-32
240206M01,8,笠松,ダ,1400,5,1,先行,34.66667,12.16666875,3.84E-01,3.60E-01,0.483471074,2.85E-01,1.78E-01,1,カテゴリ1,28,-6.66667
240206M01,8,笠松,ダ,1400,6,8,追込,18,-4.50000125,2.60E-01,0.349865229,0.226287263,1.02E-01,9.48E-02,7,カテゴリ3,1,-17
240206M01,8,笠松,ダ,1400,7,7,追込,13.66667,-8.83333125,3.56E-01,0.344083527,0.226287263,0.102094241,9.24E-02,5,カテゴリ3,12,-1.66667
240206M01,8,笠松,ダ,1400,8,6,差し,11,-11.50000125,0.214605067,0.35521405,0.383202547,1.02E-01,1.41E-01,4,カテゴリ3,12,1
240206M02,8,笠松,ダ,1400,1,7,追込,8.333333,-11.54166738,0.356210526,0.316118048,0.226287263,1.25E-01,8.05E-02,5,カテゴリ3,7,-1.333333
240206M02,8,笠松,ダ,1400,2,3,差し,28,8.124999625,0.214605067,0.328320091,0.383202547,1.25E-01,1.18E-01,8,カテゴリ3,-3,-31
240206M02,8,笠松,ダ,1400,3,4,追込,11,-8.875000375,0.205944798,3.47E-01,0.226287263,1.25E-01,8.31E-02,7,カテゴリ3,1,-10
240206M02,8,笠松,ダ,1400,4,1,差し,38,18.12499963,0.515083571,3.45E-01,0.383202547,1.25E-01,1.17E-01,1,カテゴリ1,37,-1
240206M02,8,笠松,ダ,1400,5,6,追込,14,-5.875000375,2.83E-01,3.60E-01,0.226287263,1.25E-01,1.01E-01,6,カテゴリ3,2,-12
240206M02,8,笠松,ダ,1400,6,5,追込,15.33333,-4.541670375,0.314000906,0.349865229,0.226287263,1.25E-01,9.48E-02,3,カテゴリ2,26,10.66667
240206M02,8,笠松,ダ,1400,7,2,差し,33.66667,13.79166963,0.260495156,0.344083527,0.383202547,1.25E-01,1.17E-01,2,カテゴリ2,27,-6.66667
240206M02,8,笠松,ダ,1400,8,8,追込,10.66667,-9.208330375,0.250499002,0.35521405,0.226287263,0.125,0.096262341,4,カテゴリ3,7,-3.66667
240206M03,8,笠松,ダ,1400,1,7,先行,11,-10.20833338,0.244897959,0.316118048,0.483471074,2.27E-01,1.63E-01,8,カテゴリ3,-11,-22
240206M03,8,笠松,ダ,1400,2,6,追込,6.666667,-14.54166638,0.250499002,0.328320091,0.226287263,9.09E-02,8.21E-02,6,カテゴリ3,19,12.333333
240206M03,8,笠松,ダ,1400,3,1,差し,29.33333,8.124996625,0.355315948,0.347048808,3.83E-01,9.09E-02,1.13E-01,3,カテゴリ2,30,0.66667
240206M03,8,笠松,ダ,1400,4,4,差し,28.33333,7.124996625,0.282803181,3.45E-01,3.83E-01,9.09E-02,0.117224343,1,カテゴリ1,37,8.66667
240206M03,8,笠松,ダ,1400,5,3,差し,36,14.79166663,0.121986852,3.60E-01,3.83E-01,9.09E-02,1.29E-01,4,カテゴリ3,21,-15
240206M03,8,笠松,ダ,1400,6,2,先行,27,5.791666625,0.314000906,3.50E-01,0.483471074,2.27E-01,2.08E-01,2,カテゴリ2,35,8
240206M03,8,笠松,ダ,1400,7,5,差し,16.66667,-4.541663375,0.283103655,0.344083527,0.383202547,9.09E-02,1.17E-01,5,カテゴリ3,19,2.33333
240206M03,8,笠松,ダ,1400,8,8,差し,14.66667,-6.541663375,0.240594059,0.35521405,0.383202547,9.09E-02,1.41E-01,7,カテゴリ3,-2,-16.66667
240206M04,8,笠松,ダ,1400,1,6,追込,40.33333,-3.583335,0.260495156,0.316118048,0.226287263,9.09E-02,8.05E-02,5,カテゴリ3,41,0.66667
240206M04,8,笠松,ダ,1400,2,3,先行,43.66667,-0.249995,0.355315948,0.328320091,0.483471074,2.27E-01,1.73E-01,1,カテゴリ1,58,14.33333
240206M04,8,笠松,ダ,1400,3,4,追込,45.33333,1.416665,0.240594059,0.347048808,0.226287263,9.09E-02,8.31E-02,6,カテゴリ3,39,-6.33333
240206M04,8,笠松,ダ,1400,4,5,差し,42.33333,-1.583335,0.283103655,0.345346198,3.83E-01,9.09E-02,1.17E-01,7,カテゴリ3,38,-4.33333
240206M04,8,笠松,ダ,1400,5,7,差し,32.33333,-11.583335,0.515083571,3.60E-01,3.83E-01,9.09E-02,1.29E-01,8,カテゴリ3,36,3.66667
240206M04,8,笠松,ダ,1400,6,8,追込,39.33333,-4.583335,0.244897959,3.50E-01,2.26E-01,9.09E-02,9.48E-02,3,カテゴリ2,44,4.66667
240206M04,8,笠松,ダ,1400,7,1,先行,55,11.083335,0.314000906,3.44E-01,4.83E-01,2.27E-01,1.88E-01,4,カテゴリ3,43,-12
240206M04,8,笠松,ダ,1400,8,2,差し,53,9.083335,0.373366521,0.35521405,0.383202547,9.09E-02,1.41E-01,2,カテゴリ2,44,-9
240206M06,8,笠松,ダ,1600,1,3,差し,41.66667,-3.58333,0.515083571,0.306317044,0.380526919,1.01E-01,1.17E-01,6,カテゴリ3,37,-4.66667
240206M06,8,笠松,ダ,1600,2,1,差し,52.66667,7.41667,0.356210526,0.31466031,0.380526919,1.01E-01,1.18E-01,1,カテゴリ1,50,-2.66667
240206M06,8,笠松,ダ,1600,3,6,追込,41.33333,-3.91667,3.73E-01,0.339690107,0.216161616,1.01E-01,8.31E-02,4,カテゴリ3,43,1.66667
240206M06,8,笠松,ダ,1600,4,8,追込,42.66667,-2.58333,0.214605067,0.371871275,2.16E-01,1.01E-01,1.01E-01,5,カテゴリ3,39,-3.66667
240206M06,8,笠松,ダ,1600,5,5,差し,39.33333,-5.91667,0.260495156,0.330154946,3.81E-01,1.01E-01,1.29E-01,8,カテゴリ3,31,-8.33333
240206M06,8,笠松,ダ,1600,6,7,先行,41.33333,-3.91667,0.282803181,3.74E-01,0.455542022,1.96E-01,2.08E-01,2,カテゴリ2,48,6.66667
240206M06,8,笠松,ダ,1600,7,4,先行,49,3.75,0.355315948,3.58E-01,0.455542022,1.96E-01,1.88E-01,3,カテゴリ2,46,-3
240206M06,8,笠松,ダ,1600,8,2,追込,54,8.75,0.314000906,3.61E-01,0.216161616,1.01E-01,9.63E-02,7,カテゴリ3,36,-18
240206M07,8,笠松,ダ,1400,1,7,差し,43.33333,-3.3750025,0.260495156,0.316118048,3.83E-01,1.02E-01,1.17E-01,7,カテゴリ3,50,6.66667
240206M07,8,笠松,ダ,1400,2,1,差し,50,3.2916675,0.356210526,0.328320091,0.383202547,1.02E-01,1.18E-01,4,カテゴリ3,58,8
240206M07,8,笠松,ダ,1400,3,6,追込,53,6.2916675,0.250499002,0.347048808,0.226287263,1.02E-01,8.31E-02,6,カテゴリ3,51,-2
240206M07,8,笠松,ダ,1400,4,8,追込,40,-6.7083325,0.282803181,0.345346198,0.226287263,1.02E-01,1.01E-01,8,カテゴリ3,50,10
240206M07,8,笠松,ダ,1400,5,2,差し,55.33333,8.6249975,0.515083571,0.359923768,0.383202547,1.02E-01,1.29E-01,1,カテゴリ1,62,6.66667
240206M07,8,笠松,ダ,1400,6,3,差し,34,-12.7083325,0.383527454,0.349865229,0.383202547,1.02E-01,1.23E-01,3,カテゴリ2,59,25
240206M07,8,笠松,ダ,1400,7,5,差し,53,6.2916675,0.314000906,3.44E-01,0.383202547,1.02E-01,1.17E-01,2,カテゴリ2,62,9
240206M07,8,笠松,ダ,1400,8,4,先行,45,-1.7083325,0.209277238,3.55E-01,0.483471074,2.85E-01,1.96E-01,5,カテゴリ3,57,12
240207M03,8,笠松,ダ,1400,1,4,差し,25.33333,6.145830875,0.282803181,3.16E-01,0.383202547,1.02E-01,1.17E-01,4,カテゴリ3,18,-7.33333
240207M03,8,笠松,ダ,1400,2,7,差し,15,-4.187499125,0.515083571,3.28E-01,3.83E-01,1.02E-01,1.18E-01,6,カテゴリ3,16,1
240207M03,8,笠松,ダ,1400,3,8,追込,11,-8.187499125,0.260495156,0.347048808,0.226287263,1.02E-01,8.31E-02,7,カテゴリ3,14,3
240207M03,8,笠松,ダ,1400,4,1,逃げ,20.33333,1.145830875,0.373366521,0.345346198,0.4723093,2.85E-01,1.92E-01,8,カテゴリ3,-28,-48.33333
240207M03,8,笠松,ダ,1400,5,3,差し,7.333333,-11.85416613,0.250499002,0.359923768,3.83E-01,1.02E-01,1.29E-01,3,カテゴリ2,21,13.666667
240207M03,8,笠松,ダ,1400,6,6,追込,22.66667,3.479170875,0.121986852,0.349865229,0.226287263,1.02E-01,9.48E-02,2,カテゴリ2,23,0.33333
240207M03,8,笠松,ダ,1400,7,5,差し,25.33333,6.145830875,0.214605067,0.344083527,0.383202547,1.02E-01,1.17E-01,5,カテゴリ3,17,-8.33333
240207M03,8,笠松,ダ,1400,8,2,追込,26.5,7.312500875,0.244897959,0.35521405,0.226287263,1.02E-01,9.63E-02,1,カテゴリ1,39,12.5
240207M04,8,笠松,ダ,1400,1,3,先行,40,14.49999875,0.214605067,0.316118048,0.483471074,2.27E-01,1.63E-01,7,カテゴリ3,14,-26
240207M04,8,笠松,ダ,1400,2,5,逃げ,27.66667,2.16666875,0.282803181,3.28E-01,0.4723093,2.27E-01,2.08E-01,2,カテゴリ2,32,4.33333
240207M04,8,笠松,ダ,1400,3,8,差し,16,-9.50000125,0.244897959,3.47E-01,0.383202547,9.09E-02,1.13E-01,8,カテゴリ3,9,-7
240207M04,8,笠松,ダ,1400,4,4,差し,19.66667,-5.83333125,0.355315948,3.45E-01,0.383202547,9.09E-02,1.17E-01,1,カテゴリ1,34,14.33333
240207M04,8,笠松,ダ,1400,5,7,追込,20.66667,-4.83333125,0.250499002,0.359923768,0.226287263,9.09E-02,1.01E-01,6,カテゴリ3,26,5.33333
240207M04,8,笠松,ダ,1400,6,1,差し,30.33333,4.83332875,0.121986852,0.349865229,0.383202547,9.09E-02,1.23E-01,5,カテゴリ3,27,-3.33333
240207M04,8,笠松,ダ,1400,7,2,追込,29,3.49999875,0.260495156,0.344083527,0.226287263,9.09E-02,9.24E-02,4,カテゴリ3,30,1
240207M04,8,笠松,ダ,1400,8,6,追込,20.66667,-4.83333125,0.283103655,0.35521405,0.226287263,9.09E-02,9.63E-02,3,カテゴリ2,31,10.33333
240207M05,8,笠松,ダ,1400,1,3,差し,35.66667,3.37500375,0.282803181,0.316118048,0.383202547,1.02E-01,1.17E-01,6,カテゴリ3,34,-1.66667
240207M05,8,笠松,ダ,1400,2,7,追込,29,-3.29166625,0.383527454,0.328320091,0.226287263,1.02E-01,8.21E-02,5,カテゴリ3,35,6
240207M05,8,笠松,ダ,1400,3,8,追込,14.66667,-17.62499625,0.260495156,0.347048808,0.226287263,1.02E-01,8.31E-02,8,カテゴリ3,12,-2.66667
240207M05,8,笠松,ダ,1400,4,1,先行,48.33333,16.04166375,0.314000906,0.345346198,0.483471074,2.85E-01,1.80E-01,1,カテゴリ1,55,6.66667
240207M05,8,笠松,ダ,1400,5,6,追込,21.66667,-10.62499625,0.214605067,0.359923768,0.226287263,1.02E-01,1.01E-01,7,カテゴリ3,20,-1.66667
240207M05,8,笠松,ダ,1400,6,5,差し,28.33333,-3.95833625,0.121986852,0.349865229,0.383202547,1.02E-01,1.23E-01,3,カテゴリ2,45,16.66667
240207M05,8,笠松,ダ,1400,7,2,差し,37.33333,5.04166375,0.515083571,0.344083527,0.383202547,0.102094241,0.117273126,2,カテゴリ2,48,10.66667
240207M05,8,笠松,ダ,1400,8,4,差し,43.33333,11.04166375,0.356210526,0.35521405,0.383202547,1.02E-01,1.41E-01,4,カテゴリ3,35,-8.33333
240207M07,8,笠松,ダ,1600,1,1,逃げ,40.33333,7.99999625,0.356210526,0.306317044,0.39556962,1.38E-01,2.23E-01,2,カテゴリ2,27,-13.33333
240207M07,8,笠松,ダ,1600,2,2,追込,29.66667,-2.66666375,0.283103655,0.31466031,0.216161616,1.23E-01,8.21E-02,4,カテゴリ3,27,-2.66667
240207M07,8,笠松,ダ,1600,3,4,差し,30,-2.33333375,0.260495156,0.339690107,0.380526919,1.23E-01,1.13E-01,5,カテゴリ3,19,-11
240207M07,8,笠松,ダ,1600,4,8,差し,31.33333,-1.00000375,0.250499002,0.371871275,0.380526919,1.23E-01,1.17E-01,8,カテゴリ3,8,-23.33333
240207M07,8,笠松,ダ,1600,5,6,追込,29.66667,-2.66666375,0.103418434,0.330154946,0.216161616,1.23E-01,1.01E-01,1,カテゴリ1,30,0.33333
240207M07,8,笠松,ダ,1600,6,7,差し,29.66667,-2.66666375,0.244897959,0.373944511,0.380526919,1.23E-01,1.23E-01,6,カテゴリ3,17,-12.66667
240207M07,8,笠松,ダ,1600,7,3,追込,37.33333,4.99999625,0.330605565,0.357699805,0.216161616,1.23E-01,9.24E-02,7,カテゴリ3,11,-26.33333
240207M07,8,笠松,ダ,1600,8,5,差し,30.66667,-1.66666375,0.240594059,0.36130742,0.380526919,1.23E-01,0.140898251,3,カテゴリ2,27,-3.66667
240208M02,8,笠松,ダ,1400,1,2,差し,31.33333,9.583330375,0.515083571,0.316118048,0.383202547,1.25E-01,1.17E-01,2,カテゴリ2,39,7.66667
240208M02,8,笠松,ダ,1400,2,5,差し,9.666667,-12.08333263,0.356210526,0.328320091,0.383202547,1.25E-01,1.18E-01,8,カテゴリ3,15,5.333333
240208M02,8,笠松,ダ,1400,3,6,追込,16.33333,-5.416669625,0.355315948,0.347048808,0.226287263,1.25E-01,8.31E-02,3,カテゴリ2,36,19.66667
240208M02,8,笠松,ダ,1400,4,3,差し,35,13.25000038,0.383527454,0.345346198,0.383202547,0.125,0.117224343,1,カテゴリ1,44,9
240208M02,8,笠松,ダ,1400,5,8,追込,14.66667,-7.083329625,0.121986852,0.359923768,0.226287263,1.25E-01,1.01E-01,4,カテゴリ3,34,19.33333
240208M02,8,笠松,ダ,1400,6,4,差し,23,1.250000375,0.260495156,0.349865229,0.383202547,1.25E-01,1.23E-01,5,カテゴリ3,32,9
240208M02,8,笠松,ダ,1400,7,7,追込,20.66667,-1.083329625,0.250499002,0.344083527,0.226287263,1.25E-01,9.24E-02,7,カテゴリ3,20,-0.66667
240208M02,8,笠松,ダ,1400,8,1,差し,23.33333,1.583330375,0.494038748,0.35521405,0.383202547,1.25E-01,1.41E-01,6,カテゴリ3,31,7.66667
240208M03,8,笠松,ダ,1400,1,3,差し,35.33333,6.7499975,0.260495156,0.316118048,0.383202547,9.09E-02,1.17E-01,4,カテゴリ3,28,-7.33333
240208M03,8,笠松,ダ,1400,2,8,差し,25.33333,-3.2500025,0.228740157,0.328320091,0.383202547,9.09E-02,1.18E-01,8,カテゴリ3,12,-13.33333
240208M03,8,笠松,ダ,1400,3,5,差し,25,-3.5833325,0.283103655,0.347048808,0.383202547,9.09E-02,1.13E-01,5,カテゴリ3,27,2
240208M03,8,笠松,ダ,1400,4,7,追込,23.33333,-5.2500025,0.330605565,0.345346198,0.226287263,9.09E-02,1.01E-01,7,カテゴリ3,21,-2.33333
240208M03,8,笠松,ダ,1400,5,4,差し,27.33333,-1.2500025,0.214605067,0.359923768,0.383202547,9.09E-02,1.29E-01,3,カテゴリ2,31,3.66667
240208M03,8,笠松,ダ,1400,6,1,先行,35,6.4166675,0.240594059,0.349865229,0.483471074,2.27E-01,2.08E-01,2,カテゴリ2,35,0
240208M03,8,笠松,ダ,1400,7,2,先行,27.66667,-0.9166625,0.282803181,0.344083527,0.483471074,2.27E-01,1.88E-01,1,カテゴリ1,39,11.33333
240208M03,8,笠松,ダ,1400,8,6,追込,29.66667,1.0833375,0.121986852,0.35521405,0.226287263,9.09E-02,9.63E-02,6,カテゴリ3,27,-2.66667
240208M04,8,笠松,ダ,1400,1,8,追込,36.66667,-2.6666625,0.356210526,0.316118048,0.226287263,9.09E-02,8.05E-02,7,カテゴリ3,25,-11.66667
240208M04,8,笠松,ダ,1400,2,1,差し,48.33333,8.9999975,0.260495156,0.328320091,0.383202547,9.09E-02,1.18E-01,3,カテゴリ2,43,-5.33333
240208M04,8,笠松,ダ,1400,3,4,差し,39,-0.3333325,0.214605067,0.347048808,0.383202547,9.09E-02,1.13E-01,5,カテゴリ3,36,-3
240208M04,8,笠松,ダ,1400,4,3,逃げ,45.33333,5.9999975,0.355315948,0.345346198,0.4723093,2.27E-01,1.92E-01,1,カテゴリ1,47,1.66667
240208M04,8,笠松,ダ,1400,5,5,追込,30.33333,-9.0000025,0.250499002,0.359923768,0.226287263,9.09E-02,1.01E-01,6,カテゴリ3,30,-0.33333
240208M04,8,笠松,ダ,1400,6,6,先行,39.66667,0.3333375,0.314000906,0.349865229,0.483471074,2.27E-01,2.08E-01,2,カテゴリ2,44,4.33333
240208M04,8,笠松,ダ,1400,7,2,差し,39,-0.3333325,0.494038748,0.344083527,3.83E-01,9.09E-02,1.17E-01,4,カテゴリ3,37,-2
240208M04,8,笠松,ダ,1400,8,7,差し,36.33333,-3.0000025,0.373366521,0.35521405,0.383202547,9.09E-02,1.41E-01,8,カテゴリ3,19,-17.33333
240208M07,8,笠松,ダ,1600,1,4,追込,22.33333,-2.79166875,0.260495156,0.306317044,0.216161616,1.25E-01,8.05E-02,4,カテゴリ3,34,11.66667
240208M07,8,笠松,ダ,1600,2,2,差し,32.66667,7.54167125,0.494038748,0.31466031,0.380526919,1.25E-01,1.18E-01,3,カテゴリ2,35,2.33333
240208M07,8,笠松,ダ,1600,3,7,追込,27.33333,2.20833125,0.250499002,0.339690107,0.216161616,1.25E-01,8.31E-02,6,カテゴリ3,22,-5.33333
240208M07,8,笠松,ダ,1600,4,8,差し,17,-8.12499875,0.214605067,3.72E-01,3.81E-01,1.25E-01,1.17E-01,7,カテゴリ3,20,3
240208M07,8,笠松,ダ,1600,5,3,差し,22.33333,-2.79166875,0.121986852,0.330154946,0.380526919,1.25E-01,1.29E-01,1,カテゴリ1,39,16.66667
240208M07,8,笠松,ダ,1600,6,1,差し,27.33333,2.20833125,0.373366521,0.373944511,3.81E-01,1.25E-01,1.23E-01,2,カテゴリ2,35,7.66667
240208M07,8,笠松,ダ,1600,7,5,差し,26,0.87500125,0.240594059,0.357699805,3.81E-01,1.25E-01,1.17E-01,8,カテゴリ3,16,-10
240208M07,8,笠松,ダ,1600,8,6,差し,26,0.87500125,0.515083571,0.36130742,0.380526919,1.25E-01,1.41E-01,5,カテゴリ3,26,0
240209M04,8,笠松,ダ,1400,1,1,差し,37.66667,9.91667,0.314000906,3.16E-01,0.383202547,1.02E-01,1.17E-01,3,カテゴリ2,32,-5.66667
240209M04,8,笠松,ダ,1400,2,6,追込,22.33333,-5.41667,0.240594059,0.328320091,2.26E-01,1.02E-01,8.21E-02,6,カテゴリ3,24,1.66667
240209M04,8,笠松,ダ,1400,3,2,先行,36,8.25,0.214605067,0.347048808,0.483471074,2.85E-01,1.77E-01,1,カテゴリ1,50,14
240209M04,8,笠松,ダ,1400,4,7,追込,23.66667,-4.08333,0.356210526,0.345346198,2.26E-01,1.02E-01,1.01E-01,5,カテゴリ3,27,3.33333
240209M04,8,笠松,ダ,1400,5,3,差し,35.33333,7.58333,0.250499002,3.60E-01,0.383202547,1.02E-01,1.29E-01,2,カテゴリ2,41,5.66667
240209M04,8,笠松,ダ,1400,6,8,追込,14,-13.75,0.260495156,0.349865229,0.226287263,0.102094241,9.48E-02,8,カテゴリ3,20,6
240209M04,8,笠松,ダ,1400,7,5,追込,23.33333,-4.41667,0.283103655,0.344083527,0.226287263,1.02E-01,9.24E-02,4,カテゴリ3,27,3.66667
240209M04,8,笠松,ダ,1400,8,4,追込,29.66667,1.91667,0.282803181,0.35521405,0.226287263,1.02E-01,9.63E-02,7,カテゴリ3,22,-7.66667
240209M05,8,笠松,ダ,1400,1,5,追込,23.33333,-3.16667,0.330605565,0.316118048,0.226287263,9.09E-02,8.05E-02,6,カテゴリ3,23,-0.33333
240209M05,8,笠松,ダ,1400,2,1,先行,37.66667,11.16667,0.33382281,3.28E-01,0.483471074,2.27E-01,1.73E-01,1,カテゴリ1,55,17.33333
240209M05,8,笠松,ダ,1400,3,7,追込,16.66667,-9.83333,0.205944798,0.347048808,0.226287263,9.09E-02,8.31E-02,7,カテゴリ3,14,-2.66667
240209M05,8,笠松,ダ,1400,4,2,先行,35,8.5,0.494038748,0.345346198,0.483471074,2.27E-01,1.80E-01,2,カテゴリ2,33,-2
240209M05,8,笠松,ダ,1400,5,6,差し,23,-3.5,0.282803181,0.359923768,0.383202547,9.09E-02,1.29E-01,3,カテゴリ2,32,9
