race_id,horse_number,race,horse,jockey,frame_number,style,odds,popularity,finish_rank,time_index,note,position_1,position_2,position_3,position_4,weight,weight_delta,impost,last_3_furlongs,finish_time,race_date,course_id,num_horses,race_number,weather_name,weather_id,track_condition_name,track_condition_id,style_name,time_index_average_0,time_index_average_1,time_index_average_2,time_index_average_3,time_index_average_4,jockey_place_rate_5,jockey_place_rate_6,jockey_place_rate_7,jockey_place_rate_8,jockey_place_rate_9,conditional_place_rate_10
230101C10,8,230101C10,2013100918,a01ad,8,4,28.4,7,7,18,,3,3,4,8,509,1,56,42.2,01:33.6,2023/1/1,502,8,10,ê∞,1,èd,3,í«çû,28,29.5,30,27.75,28.4,0,0.1,0.233,0.25,0.26,0.193
230102K08,1,230102K08,2018101645,5524,1,2,1.5,1,3,59,,1,1,1,1,505,-3,56,41,01:45.9,2023/1/2,903,8,8,ì‹,2,ó«,1,êÊçs,64,60.5,60.333,62,59.2,0.3,0.4,0.433,0.375,0.36,0.667
230102K08,2,230102K08,2018101499,5365,2,4,35,7,4,50,,8,8,8,7,503,-6,54,40.5,01:46.8,2023/1/2,903,8,8,ì‹,2,ó«,1,í«çû,49,44,48,49.5,50.4,0.4,0.25,0.267,0.275,0.32,0
230102K08,3,230102K08,2019106631,5455,3,3,12.4,5,2,60,,2,2,1,1,496,2,56,40.8,01:45.8,2023/1/2,903,8,8,ì‹,2,ó«,1,ç∑Çµ,56,47,36.333,30.5,24.2,0.4,0.25,0.2,0.225,0.24,0.6
230102K08,4,230102K08,2019100921,5488,4,3,34.8,6,6,48,,5,5,6,5,456,-8,54,41.1,0:01:47,2023/1/2,903,8,8,ì‹,2,ó«,1,ç∑Çµ,38,40.5,40.667,42.25,42.8,0.4,0.35,0.3,0.35,0.36,0
230102K08,5,230102K08,2019101672,5590,5,4,62,8,8,45,,5,6,5,5,494,3,56,41.4,01:47.3,2023/1/2,903,8,8,ì‹,2,ó«,1,í«çû,49,35,32,30.25,31,0.3,0.3,0.267,0.2,0.2,0.125
230102K08,6,230102K08,2017104585,5230,6,3,7,3,7,47,,7,7,6,7,529,4,56,41.2,01:47.1,2023/1/2,903,8,8,ì‹,2,ó«,1,ç∑Çµ,59,52,48,49,51.4,0.3,0.3,0.367,0.325,0.32,0.333
230102K08,7,230102K08,2017105950,5380,7,3,8.8,4,5,48,,3,3,4,4,443,2,54,41.4,0:01:47,2023/1/2,903,8,8,ì‹,2,ó«,1,ç∑Çµ,40,43,47.333,49,48.2,0.7,0.6,0.533,0.525,0.52,0.5
230102K12,1,230102K12,2019100316,5365,1,1,1.1,1,1,70,,1,1,1,1,527,6,56,39.8,01:37.6,2023/1/2,902,8,12,ì‹,2,ó«,1,ì¶Ç∞,72,68.5,66,63.25,57.4,0.2,0.25,0.267,0.275,0.3,1
230102K12,2,230102K12,2018106853,5562,2,4,37.8,7,7,53,,5,4,4,4,459,3,56,40.7,01:39.2,2023/1/2,902,8,12,ì‹,2,ó«,1,í«çû,59,61,59.667,52.75,51.6,0.3,0.15,0.133,0.15,0.18,0
230102K12,3,230102K12,2018100602,a0105,3,4,137.6,8,8,52,,6,7,7,7,489,7,56,40.4,01:39.3,2023/1/2,902,8,12,ì‹,2,ó«,1,í«çû,25,30,32,35.25,37.2,0.1,0.2,0.167,0.125,0.14,0
230102K12,4,230102K12,2019100905,5404,4,3,10.9,2,6,53,,3,3,2,3,469,6,56,41.1,01:39.2,2023/1/2,902,8,12,ì‹,2,ó«,1,ç∑Çµ,54,45,47.667,43.5,43.8,0.4,0.55,0.467,0.475,0.46,0.615
230102K12,5,230102K12,2017102620,5380,5,3,20.4,5,3,58,,4,5,5,5,451,5,54,40,01:38.7,2023/1/2,902,8,12,ì‹,2,ó«,1,ç∑Çµ,27,42,38.333,42,43.4,0.4,0.55,0.5,0.5,0.52,0.6
230102K12,7,230102K12,2015105848,5647,7,4,10.9,3,4,55,,8,8,8,8,450,0,55,39.8,0:01:39,2023/1/2,902,8,12,ì‹,2,ó«,1,í«çû,48,42.5,49,47.25,46.8,0.3,0.25,0.167,0.225,0.22,0.25
230102K12,8,230102K12,2019101172,5524,8,3,14.8,4,5,53,,7,6,6,6,447,2,54,40.3,01:39.2,2023/1/2,902,8,12,ì‹,2,ó«,1,ç∑Çµ,6,29.5,37,34.75,33,0.2,0.35,0.467,0.375,0.38,0.429
230103D02,4,230103D02,2020101235,5338,4,2,6.2,4,2,31,,1,1,,,448,6,54,37.6,0:00:52,2023/1/3,200,8,2,ê∞,1,ó«,1,êÊçs,0,8,-1,0.5,-0.4,0.1,0.15,0.2,0.225,0.24,0.875
230103D02,7,230103D02,2020103759,5580,7,4,26.5,7,3,31,,2,2,,,495,0,55,37.5,0:00:52,2023/1/3,200,8,2,ê∞,1,ó«,1,í«çû,10,-1.5,-6,-6.75,-8.2,0.1,0.35,0.267,0.225,0.24,0.111
230103G02,1,230103G02,2018103817,5654,1,4,11.6,4,2,31,,3,4,4,2,489,17,53,39.3,01:26.3,2023/1/3,601,8,2,ê∞,1,èd,3,í«çû,10,6.5,4.667,4.75,9.8,0.8,0.6,0.467,0.425,0.4,0.257
230103G02,2,230103G02,2018106719,5656,2,3,38.4,5,5,2,,6,6,6,5,446,4,52,40.8,01:28.7,2023/1/3,601,8,2,ê∞,1,èd,3,ç∑Çµ,10,19,12.333,5.5,3.8,0.2,0.2,0.167,0.15,0.18,0.4
230103G02,3,230103G02,2018101738,5609,3,4,43.5,6,6,1,,7,7,7,6,459,10,56,40.9,01:28.8,2023/1/3,601,8,2,ê∞,1,èd,3,í«çû,9,11.5,-0.667,0,-1.6,0.3,0.4,0.433,0.425,0.42,0.243
230103G02,4,230103G02,2018100091,5645,4,4,69,8,8,-22,,8,8,8,8,445,2,56,40.9,01:30.7,2023/1/3,601,8,2,ê∞,1,èd,3,í«çû,-7,-3.5,2,2.75,6.4,0.3,0.2,0.167,0.2,0.2,0.219
230103G02,6,230103G02,2017101023,5147,6,3,10,3,4,9,,1,1,2,3,417,-4,54,41.4,01:28.1,2023/1/3,601,8,2,ê∞,1,èd,3,ç∑Çµ,34,14,7.667,13.5,13.2,0.1,0.1,0.167,0.15,0.14,0.39
230103G02,7,230103G02,2016100135,5534,7,3,1.1,1,1,35,,2,2,1,1,512,-9,56,39.3,0:01:26,2023/1/3,601,8,2,ê∞,1,èd,3,ç∑Çµ,53,47.5,44,45,42.8,0.3,0.4,0.367,0.375,0.38,0.473
230103G02,8,230103G02,2019106467,5587,8,3,7.2,2,3,13,,4,3,3,4,461,3,54,40.8,01:27.8,2023/1/3,601,8,2,ê∞,1,èd,3,ç∑Çµ,25,10,14.333,2,10.2,0.3,0.25,0.2,0.2,0.2,0.416
230103N01,2,230103N01,2020104809,5171,2,2,6.7,4,2,35,,2,2,2,,427,-7,56,40.2,01:38.3,2023/1/3,1304,8,1,ê∞,1,ó«,1,êÊçs,25,21,20.667,12.5,11.6,0.8,0.7,0.6,0.65,0.56,0.8
230103N01,3,230103N01,2020100545,5053,3,4,34.6,8,4,27,,7,7,7,,387,-3,54,40.1,01:39.1,2023/1/3,1304,8,1,ê∞,1,ó«,1,í«çû,27,9,3.667,1.75,-1.6,0.2,0.4,0.433,0.4,0.38,0.1
230103N01,4,230103N01,2020102227,5553,4,3,2.2,1,1,39,,5,3,1,,408,6,54,39.7,01:37.9,2023/1/3,1304,8,1,ê∞,1,ó«,1,ç∑Çµ,34,26,32,31.5,31,0.4,0.4,0.3,0.3,0.28,0.4
230103N01,6,230103N01,2020109117,5489,6,3,24.9,5,6,18,,3,5,5,,412,-1,54,41.4,0:01:40,2023/1/3,1304,8,1,ê∞,1,ó«,1,ç∑Çµ,17,20.5,19,19.75,22.2,0.6,0.45,0.433,0.4,0.4,0.206
230103N01,8,230103N01,2020100320,a023e,8,3,3.5,2,5,24,,1,1,3,,421,1,54,41.5,01:39.4,2023/1/3,1304,8,1,ê∞,1,ó«,1,ç∑Çµ,35,34.5,31.333,30.75,30.2,0.3,0.2,0.267,0.275,0.24,0.32
230103S08,1,230103S08,2016105130,5294,1,3,23.7,8,8,6,,8,8,8,8,447,1,56,41.7,01:48.6,2023/1/3,703,8,8,ì‹,2,ïs,4,ç∑Çµ,0,17.5,25,28.25,34,0.5,0.5,0.5,0.425,0.42,0.31
230103S08,2,230103S08,2017104235,5552,2,3,10.4,6,7,7,,4,4,5,7,483,5,56,43.2,01:48.5,2023/1/3,703,8,8,ì‹,2,ïs,4,ç∑Çµ,20,32.5,37.333,36.5,36.6,0.3,0.3,0.2,0.225,0.18,0.326
230103S08,3,230103S08,2019101575,5577,3,2,4.4,2,3,18,,6,6,4,4,443,1,56,42,01:47.4,2023/1/3,703,8,8,ì‹,2,ïs,4,êÊçs,40,38,37.333,38.25,39.2,0.2,0.2,0.267,0.3,0.26,0.444
230103S08,4,230103S08,2019101124,5463,4,3,5,3,2,32,,1,1,1,1,447,-8,54,41.5,0:01:46,2023/1/3,703,8,8,ì‹,2,ïs,4,ç∑Çµ,34,29.5,32.667,31,32.8,0.1,0.25,0.267,0.275,0.3,0.39
230103S08,5,230103S08,2014102888,5542,5,3,8.5,4,5,14,,2,2,3,3,457,-2,56,43.1,01:47.8,2023/1/3,703,8,8,ì‹,2,ïs,4,ç∑Çµ,20,27.5,31.333,32.75,28,0.3,0.25,0.2,0.2,0.22,0.417
230103S08,6,230103S08,2012103977,5490,6,3,9.2,5,6,13,,5,5,6,5,446,2,56,42.3,01:47.9,2023/1/3,703,8,8,ì‹,2,ïs,4,ç∑Çµ,40,33,31,32.75,32,0.3,0.5,0.5,0.45,0.46,0.302
230103S08,7,230103S08,2019100469,5560,7,3,12.2,7,4,17,,7,7,7,5,510,14,56,41.4,01:47.5,2023/1/3,703,8,8,ì‹,2,ïs,4,ç∑Çµ,7,22,30.333,33.5,33.8,0.1,0.2,0.233,0.3,0.24,0.348
230103S08,8,230103S08,2019109107,a01e8,8,3,2.6,1,1,39,,3,3,1,1,468,9,54,40.6,01:45.3,2023/1/3,703,8,8,ì‹,2,ïs,4,ç∑Çµ,40,40.5,38.667,36.5,35.6,0.3,0.45,0.4,0.4,0.4,0.475
230104D11,1,230104D11,2016105987,a0395,1,3,37.2,6,6,46,,4,5,5,6,485,-1,56,39.2,01:32.2,2023/1/4,202,8,11,ê∞,1,ó«,1,ç∑Çµ,22,31.5,36,37.25,40.6,0.2,0.3,0.3,0.3,0.26,0.442
230104D11,2,230104D11,2016105946,5639,2,4,11.2,5,3,50,,4,4,4,3,487,-3,56,38.9,01:31.8,2023/1/4,202,8,11,ê∞,1,ó«,1,í«çû,64,45.5,44.333,43.75,41.6,0.3,0.4,0.367,0.425,0.42,0.134
230104D11,6,230104D11,2016103715,5405,6,2,3.7,2,2,56,,3,3,1,2,536,16,56,38.7,01:31.3,2023/1/4,202,8,11,ê∞,1,ó«,1,êÊçs,58,45.5,47.333,50.25,51.2,0.2,0.2,0.2,0.175,0.18,0.432
230104D11,7,230104D11,2013101052,5217,7,4,49,7,4,48,,7,7,7,7,488,2,56,38.7,0:01:32,2023/1/4,202,8,11,ê∞,1,ó«,1,í«çû,54,46.5,44.333,41.25,37,0.3,0.45,0.367,0.475,0.52,0.181
230104D11,8,230104D11,2018102862,5328,8,3,1.8,1,1,57,,6,6,6,4,500,0,56,38,01:31.2,2023/1/4,202,8,11,ê∞,1,ó«,1,ç∑Çµ,41,42.5,47,49,53.2,0.5,0.45,0.5,0.525,0.52,0.369
230104K09,1,230104K09,2019100163,5630,1,4,29.2,5,1,73,,7,7,7,6,490,7,52,38.8,01:37.3,2023/1/4,902,8,9,ê∞,1,ó«,1,í«çû,62,65.5,60,59.5,54.8,0,0.2,0.2,0.15,0.16,0.4
230104K09,2,230104K09,2014105274,a0247,2,3,19.7,4,7,53,,8,8,7,8,477,-4,56,40.7,01:39.2,2023/1/4,902,8,9,ê∞,1,ó«,1,ç∑Çµ,46,50.5,55,55.25,54.4,0.7,0.45,0.333,0.375,0.32,0.462
230104K09,3,230104K09,2018103292,5562,3,4,40.4,6,4,70,,4,4,5,4,488,-10,56,39.7,01:37.6,2023/1/4,902,8,9,ê∞,1,ó«,1,í«çû,45,50.5,47.333,53.25,42.6,0.5,0.35,0.233,0.2,0.2,0
230104K09,4,230104K09,2019105990,5647,4,3,50.3,8,8,52,,4,5,6,7,466,2,55,41.2,01:39.3,2023/1/4,902,8,9,ê∞,1,ó«,1,ç∑Çµ,23,33,34.667,39.5,41.8,0.3,0.3,0.267,0.2,0.24,0.615
230104K09,5,230104K09,2019101069,5455,5,2,8,2,2,72,,1,1,1,1,525,-1,56,39.9,01:37.4,2023/1/4,902,8,9,ê∞,1,ó«,1,êÊçs,52,49,48.667,47.5,48,0.4,0.5,0.4,0.35,0.3,0.333
230104K09,6,230104K09,2018104188,a0235,6,3,41.1,7,6,55,,2,2,1,5,505,-5,54,41.3,0:01:39,2023/1/4,902,8,9,ê∞,1,ó«,1,ç∑Çµ,43,46,49.333,53.75,55.2,0.4,0.35,0.267,0.25,0.2,0.333
230104K09,7,230104K09,2018104583,5365,7,2,1.1,1,3,71,,4,6,1,3,558,7,56,39.6,01:37.5,2023/1/4,902,8,9,ê∞,1,ó«,1,êÊçs,81,77.5,73,74,73.2,0.6,0.45,0.4,0.325,0.34,0.5
230104K09,8,230104K09,2019105714,5399,8,2,9.2,3,5,68,,2,3,1,2,496,0,56,40,01:37.7,2023/1/4,902,8,9,ê∞,1,ó«,1,êÊçs,41,47.5,51,55.75,57,0.3,0.35,0.267,0.325,0.3,0.25
230104N10,1,230104N10,2018106750,a0035,1,3,13.1,5,3,27,,7,8,5,,434,3,54,40.2,01:53.1,2023/1/4,1306,8,10,ê∞,1,ó«,1,ç∑Çµ,38,44,37.667,39.25,35.2,0,0.05,0.033,0.05,0.06,0.294
230104N10,2,230104N10,2016105164,5602,2,3,30.9,7,7,17,,3,2,2,,444,7,56,41.8,01:54.2,2023/1/4,1306,8,10,ê∞,1,ó«,1,ç∑Çµ,36,36.5,28.333,26.5,26,0.2,0.35,0.267,0.3,0.3,0.125
230104N10,3,230104N10,2018110027,5557,3,3,10.9,4,5,25,,5,7,7,,471,-10,56,40.5,01:53.3,2023/1/4,1306,8,10,ê∞,1,ó«,1,ç∑Çµ,39,41.5,38,38.75,36,0.7,0.4,0.4,0.425,0.44,0.294
230104N10,4,230104N10,2018102152,5196,4,3,3,2,6,18,,4,3,6,,473,2,52,41.6,01:54.1,2023/1/4,1306,8,10,ê∞,1,ó«,1,ç∑Çµ,45,45.5,47.333,45.5,43.4,0.7,0.65,0.567,0.525,0.46,0.455
230104N10,5,230104N10,2018105980,5489,5,4,4.1,3,2,34,,8,6,3,,471,-2,56,39.6,01:52.3,2023/1/4,1306,8,10,ê∞,1,ó«,1,í«çû,25,27.5,29.333,30,34.2,0.4,0.45,0.467,0.45,0.4,0.333
230104N10,6,230104N10,2018102042,5632,6,2,46.9,8,8,7,,1,1,8,,477,-11,53,43,01:55.3,2023/1/4,1306,8,10,ê∞,1,ó«,1,êÊçs,-6,15,22.667,28.25,33.2,0,0.1,0.2,0.2,0.26,0
230104N10,7,230104N10,2019105540,5171,7,3,2.4,1,1,35,,6,5,1,,414,-5,56,39.5,01:52.2,2023/1/4,1306,8,10,ê∞,1,ó«,1,ç∑Çµ,35,33,37.667,38.5,39.2,0.5,0.6,0.567,0.575,0.58,0.6
230104N10,8,230104N10,2016105587,5543,8,3,21.6,6,4,25,,2,4,4,,473,-7,54,40.8,01:53.3,2023/1/4,1306,8,10,ê∞,1,ó«,1,ç∑Çµ,14,13.5,20,21.25,22,0.2,0.2,0.167,0.25,0.26,0.5
230105G01,1,230105G01,2016103133,5147,1,4,79.6,8,7,-2,,8,8,8,8,484,-2,56,41.8,01:36.4,2023/1/5,602,8,1,ê∞,1,‚c,2,í«çû,-15,-31.5,-21.333,-17,-21,0.4,0.2,0.2,0.2,0.2,0.263
230105G01,2,230105G01,2018106565,5601,2,3,3.9,2,5,18,,5,5,4,4,475,14,56,42.1,01:34.6,2023/1/5,602,8,1,ê∞,1,‚c,2,ç∑Çµ,27,22.5,23.667,23,24.2,0.1,0.05,0.1,0.175,0.2,0.431
230105G01,4,230105G01,2014103102,5501,4,4,36.6,5,3,24,,7,7,7,5,440,-2,56,40.5,01:34.1,2023/1/5,602,8,1,ê∞,1,‚c,2,í«çû,18,19,13,18,16.2,0.3,0.25,0.267,0.275,0.26,0.277
230105G01,5,230105G01,2019104519,5534,5,2,19.6,4,6,6,,4,4,6,6,510,-2,54,43.2,01:35.7,2023/1/5,602,8,1,ê∞,1,‚c,2,êÊçs,8,3.5,3,6.25,6.8,0.2,0.4,0.4,0.375,0.38,0.192
230105G01,6,230105G01,2018105057,5656,6,2,38.8,6,2,26,,3,3,2,3,397,-5,52,41.7,01:33.9,2023/1/5,602,8,1,ê∞,1,‚c,2,êÊçs,6,2.5,3,9.25,2.2,0.2,0.2,0.2,0.175,0.16,0.469
230105G01,7,230105G01,2019103535,5658,7,1,43.7,7,8,-29,,1,1,5,7,406,-4,51,46.6,01:38.8,2023/1/5,602,8,1,ê∞,1,‚c,2,ì¶Ç∞,-17,-1.5,-15.333,-8.25,-3,0.3,0.2,0.167,0.2,0.18,0.421
230105G01,8,230105G01,2017101037,5654,8,3,1.2,1,1,43,,6,6,3,1,492,-4,55,39.9,01:32.4,2023/1/5,602,8,1,ê∞,1,‚c,2,ç∑Çµ,44,43.5,45.667,45.75,43,0.3,0.55,0.467,0.425,0.4,0.513
230106K03,1,230106K03,2020105109,5272,1,3,48.6,8,8,-5,,6,6,7,7,417,1,54,42.1,01:37.5,2023/1/6,901,8,3,ê∞,1,ó«,1,ç∑Çµ,18,15.5,6.333,8,6,0.2,0.1,0.133,0.15,0.16,0.319
230106K03,4,230106K03,2020101970,a017d,4,3,4.5,2,1,24,,2,2,1,1,467,-6,54,40.6,01:34.9,2023/1/6,901,8,3,ê∞,1,ó«,1,ç∑Çµ,29,25,21.333,22.25,22.6,0.4,0.4,0.4,0.3,0.3,0.488
230106K03,6,230106K03,2020107100,5549,6,3,9.2,4,2,23,,4,4,4,4,428,6,54,39.9,0:01:35,2023/1/6,901,8,3,ê∞,1,ó«,1,ç∑Çµ,7,15,19.667,25,25,0.4,0.3,0.3,0.3,0.3,0.333
230109C03,1,230109C03,2017102250,a01ad,1,3,107.5,7,6,24,,5,5,5,6,480,0,54,41.3,01:27.4,2023/1/9,501,8,3,ê∞,1,èd,3,ç∑Çµ,23,-22.5,-6.667,0.25,5.4,0.2,0.1,0.2,0.225,0.26,0.324
230109C03,3,230109C03,2014102483,a01bb,3,3,21.8,4,5,25,,3,3,2,2,492,-3,56,41.7,01:27.3,2023/1/9,501,8,3,ê∞,1,èd,3,ç∑Çµ,33,19.5,20,23.5,12.6,0.2,0.25,0.267,0.275,0.22,0.431
230109C03,4,230109C03,2017101420,5496,4,3,7.6,3,3,47,,4,4,4,3,471,-3,56,39.9,01:25.5,2023/1/9,501,8,3,ê∞,1,èd,3,ç∑Çµ,41,32,31.333,32.75,24.8,0.1,0.3,0.233,0.275,0.28,0.417
230109C03,5,230109C03,2016106194,5600,5,3,48.3,5,7,20,,7,7,7,7,489,-4,56,41.6,01:27.7,2023/1/9,501,8,3,ê∞,1,èd,3,ç∑Çµ,21,20,17.333,13.75,14.6,0.4,0.4,0.333,0.325,0.32,0.398
230109C03,6,230109C03,2017106424,5564,6,3,79.7,6,4,29,,2,2,3,5,518,0,56,41.5,0:01:27,2023/1/9,501,8,3,ê∞,1,èd,3,ç∑Çµ,32,23,20.333,14.5,14,0.1,0.15,0.167,0.125,0.12,0.452
230109C03,7,230109C03,2013104007,a022d,7,4,223.9,8,8,13,,8,8,8,8,463,-9,56,41.3,01:28.3,2023/1/9,501,8,3,ê∞,1,èd,3,í«çû,20,19.5,17,14,7,0,0,0,0.025,0.06,0.181
230109C06,1,230109C06,2018101933,a03e2,1,2,3.5,1,2,44,,3,3,3,3,495,-2,56,39.4,01:47.1,2023/1/9,503,8,6,ê∞,1,èd,3,êÊçs,47,41.5,40.333,35.75,33.2,0.2,0.35,0.3,0.325,0.36,0.5
230109C06,2,230109C06,2018100063,a02f8,2,3,7,6,7,37,,5,4,5,4,473,-7,56,40,01:47.8,2023/1/9,503,8,6,ê∞,1,èd,3,ç∑Çµ,49,46,42.667,38.25,31.6,0.3,0.45,0.3,0.325,0.3,0.471
230109C06,3,230109C06,2017103259,a01bb,3,4,22.6,7,6,40,,4,5,4,6,474,3,56,39.7,01:47.5,2023/1/9,503,8,6,ê∞,1,èd,3,í«çû,30,28,18.667,22.75,25,0.1,0.2,0.233,0.25,0.22,0.239
230109C06,4,230109C06,2013102313,a0270,4,3,5.9,4,3,43,,8,7,7,5,489,4,56,38.9,01:47.2,2023/1/9,503,8,6,ê∞,1,èd,3,ç∑Çµ,47,36.5,40,48.5,51,0.3,0.4,0.433,0.45,0.36,0.363
230109C06,5,230109C06,2013103294,5536,5,4,4.3,2,5,41,,7,6,6,7,542,-10,56,39.5,01:47.4,2023/1/9,503,8,6,ê∞,1,èd,3,í«çû,49,58,60.333,64.25,66.6,0.2,0.25,0.367,0.325,0.3,0.32
230109C06,7,230109C06,2017102522,a00ab,7,3,77.2,8,8,3,,6,8,8,8,533,-3,56,42.7,01:51.4,2023/1/9,503,8,6,ê∞,1,èd,3,ç∑Çµ,10,1.5,15,16.25,19.4,0.4,0.3,0.267,0.2,0.18,0.356
230109C06,8,230109C06,2015103059,5640,8,3,6.5,5,4,41,,1,1,1,1,479,2,56,40,01:47.4,2023/1/9,503,8,6,ê∞,1,èd,3,ç∑Çµ,28,36.5,38.333,35.75,36.4,0.8,0.75,0.767,0.75,0.78,0.361
230109C07,1,230109C07,2017104112,5496,1,3,14.6,4,6,47,,1,1,1,3,493,-3,55,40.6,01:32.3,2023/1/9,502,8,7,ê∞,1,èd,3,ç∑Çµ,26,29.5,26.667,27.75,29.8,0.3,0.3,0.3,0.3,0.32,0.436
230109C07,2,230109C07,2019103281,a0270,2,3,61.8,8,3,52,,3,3,4,4,491,3,55,39.9,01:31.8,2023/1/9,502,8,7,ê∞,1,èd,3,ç∑Çµ,18,21.5,25,30.25,33.8,0.4,0.4,0.467,0.475,0.38,0.438
